Number,Type,Short_Description,Description,Caller_ID,Assignment_Group,Priority,Status,Domain,Opened_At,Resolved_At,Work_Notes,Remarks
RITM0000488,Service Request,Application crashing on startup,PaymentService crashes with NullPointerException on boot. Stack trace points to missing config property.,carlos.garcia,L3-Cloud Team,P3 - Medium,In Progress,Database Services,2024-09-06 21:27,,Awaiting business approval before proceeding.,
INC0000489,Incident,Alert storm from patching activity,Patching activity triggered 300+ monitoring alerts. Alert acknowledgement and suppression window required.,carlos.garcia,L2-Middleware Team,P2 - High,Resolved,IT Infrastructure,2024-09-17 13:35,2024-09-19 23:35,Awaiting business approval before proceeding.,
RITM0000490,Service Request,Apache Kafka consumer lag spike,"Consumer group order-service showing lag of 500,000 messages. Partition rebalancing in progress.",john.smith,L2-Middleware Team,P1 - Critical,Resolved,Security Operations,2024-05-17 13:59,2024-05-20 11:59,Change request raised for permanent resolution.,
CHG0000491,Change Request,Processor performance degraded,vCPU saturation on VM cluster. Workload balancing required. CPU steal time above 30%.,raj.kumar,L3-Cloud Team,P4 - Low,Closed,Cloud & Virtualisation,2024-02-10 04:46,2024-02-13 00:46,Escalated to L3 team for further analysis.,Resolved by L2-Storage Team
INC0000492,Incident,Linux server kernel panic,Server LNX-PROD-04 crashed with kernel panic – not syncing. vmcore dump captured. Analysis pending.,priya.nair,L2-Security Team,P3 - Medium,Closed,Cloud & Virtualisation,2024-11-18 23:42,2024-11-19 09:42,Investigated the issue. Root cause identified. Fix applied.,Resolved by L3-Application Support
INC0000493,Incident,WebLogic server not accepting new connections,WebLogic thread pool exhausted on wl-server-01. Stuck threads detected. Server restart required.,raj.kumar,L2-Security Team,P4 - Low,Resolved,Application Services,2024-09-19 15:36,2024-09-21 10:36,Investigated the issue. Root cause identified. Fix applied.,
RITM0000494,Service Request,Backup failure – Oracle RMAN,Nightly RMAN backup failed with ORA-19809 disk quota exceeded. Backup destination /backup is full.,tom.wilson,L2-Security Team,P3 - Medium,Resolved,Database Services,2024-10-15 08:03,2024-10-17 21:03,Awaiting business approval before proceeding.,
INC0000495,Incident,Processor performance degraded,vCPU saturation on VM cluster. Workload balancing required. CPU steal time above 30%.,raj.kumar,L2-Security Team,P3 - Medium,On Hold,IT Infrastructure,2024-09-15 02:54,,Escalated to L3 team for further analysis.,
RITM0000496,Service Request,App throwing unhandled exceptions,"Application logs showing 2,300 unhandled exceptions in the last hour. OutOfBoundsException in data parser module.",anna.brown,L2-Network Team,P3 - Medium,On Hold,Cloud & Virtualisation,2024-12-03 14:23,,Investigated the issue. Root cause identified. Fix applied.,
CHG0000497,Change Request,Network connectivity loss to production subnet,Servers in 10.20.30.0/24 are unreachable from management network. Switch port flapping detected on core-sw-02.,carlos.garcia,L2-Database Admin,P3 - Medium,Closed,Database Services,2024-10-31 04:53,2024-11-02 20:53,User confirmed resolution. Ticket closing.,Resolved by L2-Network Team
INC0000498,Incident,Low memory causing service restart,Tomcat service restarted automatically due to OOM killer. Heap dump captured. Needs analysis.,anna.brown,L2-Storage Team,P3 - Medium,Resolved,Application Services,2024-05-15 03:03,2024-05-16 01:03,Monitoring in place. No recurrence in past 2 hours.,
INC0000499,Incident,Database connection pool exhausted,Connection pool to PostgreSQL maxed out at 500 connections. Application returning DB connection errors.,anna.brown,L3-Infrastructure,P4 - Low,New,Database Services,2024-03-15 16:55,,Change request raised for permanent resolution.,
INC0000500,Incident,Datadog alert – false positive suppression,Datadog CPU monitor firing false positives during batch window 02:00-04:00. Alert suppression / downtime needed.,raj.kumar,L3-Application Support,P3 - Medium,Resolved,Network Services,2024-09-29 20:22,2024-10-02 04:22,Issue resolved after server restart.,
RITM0000501,Service Request,User account locked – access issue,Service account SVC-APPMON locked after 5 failed password attempts. Application monitoring affected.,linda.wu,L2-Storage Team,P3 - Medium,Closed,Network Services,2024-07-19 14:49,2024-07-20 21:49,Vendor engaged. Awaiting response.,Resolved by L3-Application Support
RITM0000502,Service Request,WebLogic server not accepting new connections,WebLogic thread pool exhausted on wl-server-01. Stuck threads detected. Server restart required.,linda.wu,L2-Security Team,P3 - Medium,In Progress,Network Services,2024-01-07 13:06,,Temporary workaround applied. Permanent fix pending.,
INC0000503,Incident,CPU overload on middleware node,Middleware server CPU load average is 24 on an 8-core machine. Service is unresponsive.,jessica.lee,L2-Server Team,P3 - Medium,Closed,IT Infrastructure,2024-10-31 21:57,2024-11-02 01:57,Awaiting business approval before proceeding.,Resolved by L2-Network Team
RITM0000504,Service Request,Firewall rule causing blocked traffic,"After change request CR-4521, application traffic on port 8443 is being blocked. Rule rollback needed.",sarah.jones,L3-Cloud Team,P3 - Medium,On Hold,Network Services,2024-04-04 03:44,,Monitoring in place. No recurrence in past 2 hours.,
INC0000505,Incident,Database replication lag,MySQL replica on db-replica-02 is 45 minutes behind primary. Large transaction causing replication delay.,john.smith,L2-Security Team,P3 - Medium,Resolved,Network Services,2024-02-07 08:49,2024-02-07 16:49,Vendor engaged. Awaiting response.,
CHG0000506,Change Request,UPS battery needs replacement,UPS in DC-Row-4 reporting battery fault. Runtime on battery reduced to 2 minutes. Replacement scheduled.,ahmed.ali,L3-Infrastructure,P2 - High,Resolved,Application Services,2024-04-12 19:25,2024-04-13 18:25,Awaiting business approval before proceeding.,
RITM0000507,Service Request,Batch job not completing,Nightly EOD batch job stuck since 02:00 AM. Investigating deadlock in job scheduler. Data processing delayed.,anna.brown,L1-Service Desk,P3 - Medium,Resolved,Security Operations,2024-02-22 01:04,2024-02-22 11:04,Vendor engaged. Awaiting response.,
CHG0000508,Change Request,Application service down – customer portal,Customer portal returning HTTP 500. Deployment CR-7812 pushed 2 hours ago. Suspected regression. Rollback needed.,priya.nair,L1-Service Desk,P4 - Low,Closed,Cloud & Virtualisation,2024-12-06 12:17,2024-12-07 08:17,User confirmed resolution. Ticket closing.,Resolved by L3-Cloud Team
INC0000509,Incident,Server fan failure – thermal warning,iDRAC alert: Fan-03 on server ESXI-HOST-02 failed. CPU temperature rising. Maintenance window opened.,emily.chen,L3-Application Support,P3 - Medium,In Progress,Database Services,2024-01-02 12:44,,Issue resolved after server restart.,
INC0000510,Incident,Network connectivity loss to production subnet,Servers in 10.20.30.0/24 are unreachable from management network. Switch port flapping detected on core-sw-02.,linda.wu,L2-Network Team,P3 - Medium,Closed,Cloud & Virtualisation,2024-06-23 02:53,2024-06-25 13:53,Investigated the issue. Root cause identified. Fix applied.,Resolved by L3-Infrastructure
RITM0000511,Service Request,Application deployment failure,CI/CD pipeline failed at deployment stage. Docker image push to registry timed out. Jenkins build #3421 failed.,anna.brown,L2-Database Admin,P4 - Low,Resolved,Application Services,2024-02-24 20:44,2024-02-26 18:44,Investigated the issue. Root cause identified. Fix applied.,
INC0000512,Incident,Insufficient RAM on reporting server,Reporting service crashes during large data exports. Server only has 8 GB RAM. Upgrade requested.,anna.brown,L1-Service Desk,P3 - Medium,Resolved,IT Infrastructure,2024-07-18 02:50,2024-07-21 00:50,Change request raised for permanent resolution.,
INC0000513,Incident,High CPU utilisation on production server,CPU usage on PROD-APP-01 has crossed 95% threshold for the past 30 minutes. Datadog alert triggered. Need immediate investigation.,ahmed.ali,L2-Network Team,P3 - Medium,Resolved,Database Services,2024-04-18 20:42,2024-04-21 15:42,Awaiting business approval before proceeding.,
INC0000514,Incident,Disk space critical – /var filesystem,SolarWinds alert: /var/log partition at 96% on db-server-01. Old log rotation not working. Need immediate cleanup.,john.smith,L2-Database Admin,P4 - Low,Resolved,Database Services,2024-03-13 15:41,2024-03-13 18:41,Vendor engaged. Awaiting response.,
CHG0000515,Change Request,High CPU utilisation on production server,CPU usage on PROD-APP-01 has crossed 95% threshold for the past 30 minutes. Datadog alert triggered. Need immediate investigation.,sarah.jones,L2-Server Team,P2 - High,Closed,Security Operations,2024-02-19 14:39,2024-02-20 12:39,Awaiting business approval before proceeding.,Resolved by L2-Middleware Team
INC0000516,Incident,Storage pool capacity exceeded,NetApp SAN volume group at 94%. LUN expansion required. Storage team notified.,mike.patel,L3-Application Support,P3 - Medium,Closed,Application Services,2024-12-13 12:20,2024-12-14 04:20,Investigated the issue. Root cause identified. Fix applied.,Resolved by L2-Middleware Team
INC0000517,Incident,Out of memory error on application server,Java heap space exhausted on app-server-07. JVM restart performed but root cause unresolved. Memory leak suspected.,priya.nair,L1-Service Desk,P3 - Medium,Resolved,Application Services,2024-03-13 13:10,2024-03-15 13:10,Escalated to L3 team for further analysis.,
INC0000518,Incident,Unauthorised access attempt on database,Audit log shows user EXTERNAL-USR tried to query sensitive HR tables. Access revoked. Incident under investigation.,sarah.jones,L2-Middleware Team,P1 - Critical,In Progress,Network Services,2024-03-21 00:56,,Monitoring in place. No recurrence in past 2 hours.,
RITM0000519,Service Request,Database connection pool exhausted,Connection pool to PostgreSQL maxed out at 500 connections. Application returning DB connection errors.,mike.patel,L2-Middleware Team,P3 - Medium,Resolved,Database Services,2024-04-15 04:40,2024-04-16 15:40,Investigated the issue. Root cause identified. Fix applied.,
RITM0000520,Service Request,Batch job not completing,Nightly EOD batch job stuck since 02:00 AM. Investigating deadlock in job scheduler. Data processing delayed.,linda.wu,L2-Database Admin,P1 - Critical,On Hold,IT Infrastructure,2024-02-15 20:52,,Patch applied successfully during maintenance window.,
INC0000521,Incident,Alert storm from patching activity,Patching activity triggered 300+ monitoring alerts. Alert acknowledgement and suppression window required.,raj.kumar,L1-Service Desk,P3 - Medium,Closed,Application Services,2024-10-03 16:14,2024-10-06 04:14,Escalated to L3 team for further analysis.,Resolved by L2-Network Team
INC0000522,Incident,Database connection pool exhausted,Connection pool to PostgreSQL maxed out at 500 connections. Application returning DB connection errors.,linda.wu,L3-Infrastructure,P3 - Medium,In Progress,Network Services,2024-03-22 21:59,,Change request raised for permanent resolution.,
INC0000523,Incident,Batch job not completing,Nightly EOD batch job stuck since 02:00 AM. Investigating deadlock in job scheduler. Data processing delayed.,sarah.jones,L2-Server Team,P3 - Medium,Closed,Application Services,2024-01-27 17:11,2024-01-28 14:11,User confirmed resolution. Ticket closing.,Resolved by L2-Middleware Team
INC0000524,Incident,Batch job not completing,Nightly EOD batch job stuck since 02:00 AM. Investigating deadlock in job scheduler. Data processing delayed.,jessica.lee,L3-Infrastructure,P2 - High,On Hold,Application Services,2024-12-12 10:14,,Monitoring in place. No recurrence in past 2 hours.,
INC0000525,Incident,Linux server kernel panic,Server LNX-PROD-04 crashed with kernel panic – not syncing. vmcore dump captured. Analysis pending.,anna.brown,L2-Network Team,P4 - Low,In Progress,Security Operations,2024-09-05 01:56,,Change request raised for permanent resolution.,
RITM0000526,Service Request,RAM utilisation above 90%,Nagios alert: memory usage on web-01 is at 93%. Swap usage also elevated at 60%.,raj.kumar,L2-Network Team,P3 - Medium,New,IT Infrastructure,2024-05-18 06:21,,User confirmed resolution. Ticket closing.,
RITM0000527,Service Request,Power supply unit failure,Redundant PSU failed on rack server R03-U14. Single PSU running. Replacement parts ordered.,priya.nair,L2-Network Team,P3 - Medium,Closed,Cloud & Virtualisation,2024-04-22 09:38,2024-04-23 06:38,Patch applied successfully during maintenance window.,Resolved by L2-Database Admin
INC0000528,Incident,CPU overload on middleware node,Middleware server CPU load average is 24 on an 8-core machine. Service is unresponsive.,jessica.lee,L2-Database Admin,P3 - Medium,On Hold,Application Services,2024-04-20 18:30,,Change request raised for permanent resolution.,
RITM0000529,Service Request,Power supply unit failure,Redundant PSU failed on rack server R03-U14. Single PSU running. Replacement parts ordered.,anna.brown,L2-Storage Team,P1 - Critical,Resolved,IT Infrastructure,2024-10-29 04:58,2024-10-29 05:58,Monitoring in place. No recurrence in past 2 hours.,
RITM0000530,Service Request,RabbitMQ queue overflow,RabbitMQ queue payment-events has exceeded max length. Messages being dropped. Consumer throughput issue.,john.smith,L3-Infrastructure,P3 - Medium,In Progress,Application Services,2024-12-22 03:28,,Vendor engaged. Awaiting response.,
